PEILDATUM_LEERLINGEN;PRIKDATUM_SCORES;BRIN_NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM_VESTIGING;POSTCODE_VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;SOORT_PO;DENOMINATIE_VESTIGING;BEVOEGD_GEZAG_NUMMER;LEERJAAR_8;ONTHEFFING_REDEN_ND;CET_AANTAL;CET_GEM;IEP_AANTAL;IEP_GEM;ROUTE8_AANTAL;ROUTE8_GEM;DREMPEL_AANTAL;DREMPEL_GEM;aantal;@2toets;N_DLN_2015;N_AFN_2015;TOETS_2015;SCORE_2015;TOETS_2_2015;SCORE_2_2015;Weeg_t_1;Weeg_t_2;TOETS_2014;N_AFN_2014;N_DLN_2014;N_DLN_2014_rw;SCORE_2014;SCORE_2014_rw;TOETS_2013;N_AFN_2013;N_DLN_2013;N_DLN_2013_rw;SCORE_2013;SCORE_2013_rw;middenopleiding;hogeopleiding;inkomen;leefbaar;gew03;gew12;noat;uitslagtoets2014;uitslagtoets2014taal;uitslagtoets2014reken;uitslagtoets2014tot;uitslagtoets2013;uitslagtoets2013taal;uitslagtoets2013reken;uitslagtoets2013tot;uitslagtoets2015;auitslagtoets2015;buitslagtoets2015;tellerdeelname;noemerdeelname;deelnaamper;meantoets;waretoets;PRE_1;RES_1;cijfer;check;warecijfer;quasicito;verwachtecito
20141001;20150918;17EO;00;Jan Antonie Byloo;3066LA;ROTTERDAM;599;Rotterdam;Zuid-Holland;Bo;Openbaar;41775;19;0;19;536.7;0;.;0;.;0;.;1;Nee;19;19;Cito;536,7;;#LEEG!;#LEEG!;#LEEG!;cito;22;22;0;538,2;#LEEG!;cito;#LEEG!;18;0;537,1;#LEEG!;36,027932960893900;16,7039106145251000;31440,223463687200;-8,5516924581005600;11,6666666666667000;17,2222222222222000;50,4672897196262000;1,113;#LEEG!;#LEEG!;#LEEG!;0,825;#LEEG!;#LEEG!;#LEEG!;0,661;#LEEG!;#LEEG!;19,667;20,500;95,935;0,867;0,753;-0,60521;1,35795; 8,36 ; 3,00 ;8,357945504;537,5311711;531,5661009
20141001;20150918;08ZK;00;Speel en Werkhoeve-schoo;2411KR;BODEGRAVEN;1901;Bodegraven-Reeuwijk;Zuid-Holland;Bo;Rooms-Katholiek;40765;31;0;31;541.1;0;.;0;.;0;.;1;Nee;31;31;Cito;541,1;;#LEEG!;#LEEG!;#LEEG!;lvs;15;15;15;70,2;119,6;lvs;27;27;27;60,7;113,5;34,936416184971100;17,9248554913295000;38859,537572254300;20,8533183815029000;8,4745762711864400;3,9548022598870100;7,6023391812865500;2,341;2,140;1,741;1,940;0,847;0,485;0,477;0,481;1,747;#LEEG!;#LEEG!;24,333;24,333;100,000;1,645;1,645;0,28972;1,35522; 8,36 ; 3,00 ;8,355217519;540,685951;535,1932544
20141001;20150918;24CT;00;RK Basissch De Floriant;2719HP;ZOETERMEER;637;Zoetermeer;Zuid-Holland;Bo;Rooms-Katholiek;40377;29;0;0;.;0;.;0;.;0;.;0;Nee;0;0;Cito;#LEEG!;;#LEEG!;#LEEG!;#LEEG!;lvs;35;35;35;74,6;121,6;lvs;35;35;35;62,5;113,2;39,268907563025200;21,0294117647059000;42258,158995815900;23,1516442259414000;0,4184100418410040;0,8368200836820080;0,4273504273504270;2,970;2,822;2,102;2,462;1,001;0,696;0,441;0,569;#LEEG!;#LEEG!;#LEEG!;23,333;23,333;100,000;1,986;1,986;0,63157;1,35397; 8,35 ; 3,00 ;8,353969514;542,0663788;536,5787404
20141001;20150918;10HN;00;De Ark;1741JP;SCHAGEN;441;Schagen;Noord-Holland;Bo;Protestants-Christelijk;79874;24;0;0;.;0;.;0;.;0;.;0;Nee;0;0;Cito;#LEEG!;;#LEEG!;#LEEG!;#LEEG!;lvs;25;25;25;51,9;113,3;lvs;17;17;17;69,6;125,5;37,890052356020900;16,2198952879581000;34707,329842931900;19,7161143005181000;10,8808290155440000;3,1088082901554400;1,9900497512437800;-0,060;-0,705;0,605;-0,050;3,010;1,526;1,894;1,710;#LEEG!;#LEEG!;#LEEG!;14,000;14,000;100,000;1,475;1,475;0,12378;1,35113; 8,35 ; 3,00 ;8,351125156;539,9968097;534,5206995
20141001;20150918;12YF;00;Obs de Peppel;1775AX;MIDDENMEER;1911;Hollands Kroon;Noord-Holland;Bo;Openbaar;41438;16;0;0;.;0;.;0;.;0;.;0;Nee;0;0;Cito;#LEEG!;;#LEEG!;#LEEG!;#LEEG!;cito;12;12;0;540,2;#LEEG!;cito;21;21;0;540,1;#LEEG!;40,836734693877600;12,0612244897959000;34805,825242718400;19,4420199029126000;4,8076923076923100;0,0000000000000000;3,0612244897959200;1,582;#LEEG!;#LEEG!;#LEEG!;1,536;#LEEG!;#LEEG!;#LEEG!;#LEEG!;#LEEG!;#LEEG!;11,000;11,000;100,000;1,559;1,559;0,20885;1,35050; 8,35 ; 3,00 ;8,350498859;540,3390563;534,8654845
20141001;20150918;05YL;00;Basisschool De Paadwizer;8434NN;WASKEMEER;85;Ooststellingwerf;Friesland;Bo;Protestants-Christelijk;41282;7;0;6;541.2;0;.;0;.;0;.;1;Nee;6;6;Cito;541,2;;#LEEG!;#LEEG!;#LEEG!;cito;15;15;0;539,0;#LEEG!;cito;13;13;0;541,2;#LEEG!;43,777777777777800;10,9629629629630000;35133,898305084700;19,1388722033898000;0,0000000000000000;0,0000000000000000;0,0000000000000000;1,301;#LEEG!;#LEEG!;#LEEG!;1,797;#LEEG!;#LEEG!;#LEEG!;1,772;#LEEG!;#LEEG!;11,333;11,333;100,000;1,623;1,623;0,27309;1,35026; 8,35 ; 3,00 ;8,350257853;540,5984108;535,1258158
20141001;20150918;08VC;00;De Brummelbos;7887CD;ERICA;114;Emmen;Drenthe;Bo;Rooms-Katholiek;40999;43;0;43;540.2;0;.;0;.;0;.;1;Nee;43;43;Cito;540,2;;#LEEG!;#LEEG!;#LEEG!;cito;27;26;0;541,4;#LEEG!;cito;42;42;0;539,7;#LEEG!;38,064935064935100;9,3376623376623400;34491,452991453000;13,5723268376068000;2,9914529914529900;0,0000000000000000;0,9661835748792270;1,864;#LEEG!;#LEEG!;#LEEG!;1,441;#LEEG!;#LEEG!;#LEEG!;1,525;#LEEG!;#LEEG!;37,000;37,333;99,107;1,610;1,585;0,23940;1,34568; 8,35 ; 3,00 ;8,345677572;540,5446431;534,9892869
20141001;20150918;04VV;00;School met de Bijbel;4287LS;WAARDHUIZEN;874;Woudrichem;Noord-Brabant;Bo;Protestants-Christelijk;41239;5;0;5;539.4;0;.;0;.;0;.;1;Nee;5;5;Cito;539,4;;#LEEG!;#LEEG!;#LEEG!;cito;3;3;0;#LEEG!;#LEEG!;cito;1;1;0;#LEEG!;#LEEG!;35,000000000000000;15,0000000000000000;38495,652173913000;17,0250094871795000;20,5128205128205000;0,0000000000000000;0,0000000000000000;#LEEG!;#LEEG!;#LEEG!;#LEEG!;#LEEG!;#LEEG!;#LEEG!;#LEEG!;1,328;#LEEG!;#LEEG!;3,000;3,000;100,000;1,328;1,328;-0,01703;1,34469; 8,34 ; 3,00 ;8,344690968;539,4;533,9499675
20141001;20150918;19VI;00;Haarschool;7462BZ;RIJSSEN;1742;Rijssen-Holten;Overijssel;Bo;Reformatorisch;42122;24;0;24;541.6;0;.;0;.;0;.;1;Nee;24;24;Cito;541,6;;#LEEG!;#LEEG!;#LEEG!;cito;33;33;0;537,5;#LEEG!;cito;45;45;0;540,9;#LEEG!;35,240506329113900;11,3375527426160000;35492,887029288700;16,0925270711297000;10,0418410041841000;0,0000000000000000;0,0000000000000000;0,949;#LEEG!;#LEEG!;#LEEG!;1,726;#LEEG!;#LEEG!;#LEEG!;1,870;#LEEG!;#LEEG!;34,000;34,000;100,000;1,515;1,515;0,17173;1,34355; 8,34 ; 3,00 ;8,343553617;540,1604639;534,715041
20141001;20150918;03PL;00;RK Bs St Jozef;4759BD;NOORDHOEK;1709;Moerdijk;Noord-Brabant;Bo;Rooms-Katholiek;31017;16;0;16;541;0;.;0;.;0;.;1;Nee;16;16;Cito;541,0;;#LEEG!;#LEEG!;#LEEG!;cito;16;16;0;539,7;#LEEG!;cito;7;7;0;537,7;#LEEG!;49,697674418604600;7,0697674418604700;42793,023255814000;17,6398469767442000;1,1627906976744200;1,1627906976744200;1,2658227848101300;1,465;#LEEG!;#LEEG!;#LEEG!;0,967;#LEEG!;#LEEG!;#LEEG!;1,722;#LEEG!;#LEEG!;13,000;13,000;100,000;1,385;1,385;0,04904;1,33584; 8,34 ; 3,00 ;8,335836018;539,6319185;534,2177751
20141001;20150918;05OQ;00;Basisschool Rehoboth;2964HD;GROOT-AMMERS;1927;Molenwaard;Zuid-Holland;Bo;Protestants-Christelijk;42559;16;0;16;542.9;0;.;0;.;0;.;1;Nee;16;16;Cito;542,9;;#LEEG!;#LEEG!;#LEEG!;cito;12;12;0;539,4;#LEEG!;cito;13;13;0;541,0;#LEEG!;34,000000000000000;12,0000000000000000;40200,000000000000;26,1199800000000000;3,3557046979865800;2,0134228187919500;3,4246575342465800;1,395;#LEEG!;#LEEG!;#LEEG!;1,750;#LEEG!;#LEEG!;#LEEG!;2,191;#LEEG!;#LEEG!;13,667;13,667;100,000;1,779;1,779;0,44590;1,33270; 8,33 ; 3,00 ;8,332703206;541,2276941;535,826248
20141001;20150918;13AZ;01;'t Kienholt;7933PX;PESSE;118;Hoogeveen;Drenthe;Bo;Openbaar;42557;14;2;12;544.2;0;.;0;.;0;.;1;Nee;12;12;Cito;544,2;;#LEEG!;#LEEG!;#LEEG!;cito;12;12;0;536,9;#LEEG!;cito;8;8;0;542,0;#LEEG!;31,225000000000000;13,1000000000000000;34723,809523809500;18,2470696428571000;0,0000000000000000;6,5934065934065900;2,1052631578947400;0,809;#LEEG!;#LEEG!;#LEEG!;1,987;#LEEG!;#LEEG!;#LEEG!;2,512;#LEEG!;#LEEG!;10,667;10,667;100,000;1,769;1,769;0,43665;1,33255; 8,33 ; 2,00 ;8,332551152;541,1895624;535,7887326
20141001;20150918;05WI;00;Godelindeschool;1217CN;HILVERSUM;402;Hilversum;Noord-Holland;Bo;Algemeen bijzonder;96292;33;0;33;545.7;0;.;0;.;0;.;1;Nee;33;33;Cito;545,7;;#LEEG!;#LEEG!;#LEEG!;cito;31;31;0;544,7;#LEEG!;cito;30;30;0;544,2;#LEEG!;26,938016528925600;36,2024793388430000;51647,011952191200;26,5263233864542000;0,0000000000000000;0,0000000000000000;0,0000000000000000;2,638;#LEEG!;#LEEG!;#LEEG!;2,509;#LEEG!;#LEEG!;#LEEG!;2,882;#LEEG!;#LEEG!;31,333;31,333;100,000;2,676;2,676;1,35140;1,32471; 8,32 ; 3,00 ;8,324714193;544,8653055;539,4962388
20141001;20150918;04XA;00;Johannes Calvijnschool;8321JA;URK;184;Urk;Flevoland;Bo;Reformatorisch;48933;18;0;18;538.2;0;.;0;.;0;.;1;Nee;18;18;Cito;538,2;;#LEEG!;#LEEG!;#LEEG!;seo;23;23;0;1,0;#LEEG!;SEO;23;23;0;1,5;#LEEG!;27,000000000000000;6,0000000000000000;38098,477157360400;21,9651078680203000;28,9340101522843000;3,0456852791878200;0,0000000000000000;0,946;#LEEG!;#LEEG!;#LEEG!;1,069;#LEEG!;#LEEG!;#LEEG!;1,032;#LEEG!;#LEEG!;21,333;21,333;100,000;1,016;1,016;-0,29679;1,31234; 8,31 ; 3,00 ;8,312338451;538,1350366;532,8161289
20141001;20150918;12EJ;00;Obs de Kleine Dollard;9675JA;WINSCHOTEN;1895;Oldambt;Groningen;Bo;Openbaar;41613;25;0;25;540.6;0;.;0;.;0;.;1;Nee;25;25;Cito;540,6;;#LEEG!;#LEEG!;#LEEG!;cito;22;19;0;537,6;#LEEG!;cito;25;22;0;538,7;#LEEG!;39,625698324022300;10,1564245810056000;29683,783783783800;4,5998549189189200;14,0540540540541000;2,1621621621621600;8,3769633507853400;0,973;#LEEG!;#LEEG!;#LEEG!;1,204;#LEEG!;#LEEG!;#LEEG!;1,624;#LEEG!;#LEEG!;22,000;24,000;91,667;1,267;1,034;-0,27741;1,31100; 8,31 ; 2,00 ;8,310995391;539,1538259;532,8946616
20141001;20150918;05AT;00;Pax Christi;7586BV;OVERDINKEL;168;Losser;Overijssel;Bo;Rooms-Katholiek;40903;27;1;26;536.5;0;.;0;.;0;.;1;Nee;26;26;Cito;536,5;;#LEEG!;#LEEG!;#LEEG!;lvs;31;31;31;61,4;117,3;lvs;26;26;26;63,4;119,8;37,987341772151900;8,1582278481012700;31477,848101265800;6,8943140506329100;11,3772455089820000;0,0000000000000000;0,5813953488372090;1,266;0,772;1,326;1,049;1,780;0,801;1,221;1,011;0,612;#LEEG!;#LEEG!;27,667;27,667;100,000;1,219;1,219;-0,08798;1,30717; 8,31 ; 2,00 ;8,307169465;538,9603899;533,6624321
20141001;20150918;08VB;00;Willem De Zwijgerschool;7951DS;STAPHORST;180;Staphorst;Overijssel;Bo;Reformatorisch;29056;37;0;37;537.7;0;.;0;.;0;.;1;Nee;37;37;Cito;537,7;;#LEEG!;#LEEG!;#LEEG!;cito;26;26;0;541,0;#LEEG!;cito;41;41;0;537,6;#LEEG!;32,000000000000000;7,0000000000000000;36800,000000000000;20,9935700000000000;19,4719471947195000;0,9900990099009900;1,6891891891891900;1,770;#LEEG!;#LEEG!;#LEEG!;0,943;#LEEG!;#LEEG!;#LEEG!;0,908;#LEEG!;#LEEG!;34,667;34,667;100,000;1,207;1,207;-0,09989;1,30706; 8,31 ; 3,00 ;8,307061479;538,9116676;533,6141474
20141001;20150918;06GC;00;RK Bs St Bernardus;4751HK;OUD GASTEL;1655;Halderberge;Noord-Brabant;Bo;Rooms-Katholiek;31017;48;1;47;538.1;0;.;0;.;0;.;1;Nee;47;47;Cito;538,1;;#LEEG!;#LEEG!;#LEEG!;cito;29;29;0;542,6;#LEEG!;cito;38;37;0;541,7;#LEEG!;34,861538461538500;10,8974358974359000;37212,820512820500;21,6482546666667000;3,5897435897435900;1,5384615384615400;2,3121387283237000;2,145;#LEEG!;#LEEG!;#LEEG!;1,916;#LEEG!;#LEEG!;#LEEG!;1,007;#LEEG!;#LEEG!;37,667;38,000;99,123;1,689;1,665;0,36000;1,30472; 8,30 ; 3,00 ;8,304721175;540,8656522;535,4780699
20141001;20150918;18OY;00;OBS De Brug;1752AB;SINT MAARTENSBRUG;441;Schagen;Noord-Holland;Bo;Openbaar;41438;14;0;0;.;0;.;0;.;0;.;0;Nee;0;0;Cito;#LEEG!;;#LEEG!;#LEEG!;#LEEG!;lvs;14;13;13;69,5;116,3;lvs;19;19;19;63,7;116,7;40,000000000000000;17,0000000000000000;37348,113207547200;23,5968478301887000;7,4766355140186900;0,0000000000000000;0,0000000000000000;1,916;2,031;1,146;1,589;1,489;0,837;0,855;0,846;#LEEG!;#LEEG!;#LEEG!;10,667;11,000;96,970;1,702;1,618;0,31415;1,30343; 8,30 ; 2,00 ;8,303426373;540,9189112;535,2922332
20141001;20150918;15NB;01;Bs 't Schaddeveld;6957AB;LAAG-SOEREN;275;Rheden;Gelderland;Bo;Openbaar;41617;8;0;8;541.2;0;.;0;.;0;.;1;Nee;8;8;Cito;541,2;;#LEEG!;#LEEG!;#LEEG!;;#LEEG!;#LEEG!;#LEEG!;#LEEG!;#LEEG!;;#LEEG!;#LEEG!;#LEEG!;#LEEG!;#LEEG!;34,000000000000000;12,0000000000000000;38681,250000000000;22,3457037500000000;3,1250000000000000;0,0000000000000000;0,0000000000000000;#LEEG!;#LEEG!;#LEEG!;#LEEG!;#LEEG!;#LEEG!;#LEEG!;#LEEG!;1,772;#LEEG!;#LEEG!;8,000;8,000;100,000;1,772;1,772;0,47737;1,29440; 8,29 ; 3,00 ;8,294403163;541,2;535,953784
20141001;20150918;04RC;00;Chr BS De Bornput;4415AP;OOSTDIJK;703;Reimerswaal;Zeeland;Bo;Reformatorisch;39001;7;0;7;539.7;0;.;0;.;0;.;1;Nee;7;7;Cito;539,7;;#LEEG!;#LEEG!;#LEEG!;cito;11;11;0;537,2;#LEEG!;cito;10;10;0;537,9;#LEEG!;35,153846153846200;8,3076923076923100;39085,714285714300;19,4395714285714000;22,6190476190476000;0,0000000000000000;0,0000000000000000;0,879;#LEEG!;#LEEG!;#LEEG!;1,014;#LEEG!;#LEEG!;#LEEG!;1,402;#LEEG!;#LEEG!;9,333;9,333;100,000;1,098;1,098;-0,19567;1,29406; 8,29 ; 3,00 ;8,294061379;538,4707635;533,2259327
20141001;20150918;14HB;00;BS De Blyberg;3039GA;ROTTERDAM;599;Rotterdam;Zuid-Holland;Bo;Openbaar;41775;55;0;48;540.1;0;.;0;.;0;.;1;Nee;48;48;Cito;540,1;;#LEEG!;#LEEG!;#LEEG!;cito;50;50;0;541,7;#LEEG!;cito;#LEEG!;52;0;542,2;#LEEG!;29,326594090202200;27,3157076205288000;30973,604826546000;-18,1925449170437000;1,0494752623688200;0,8995502248875560;16,1971830985915000;1,934;#LEEG!;#LEEG!;#LEEG!;2,034;#LEEG!;#LEEG!;#LEEG!;1,500;#LEEG!;#LEEG!;50,000;49,000;100,000;1,823;1,823;0,53100;1,29196; 8,29 ; 3,00 ;8,291958917;541,4074539;536,1711444
20141001;20150918;16BO;01;Dr Schaepmanschool;2982PE;RIDDERKERK;597;Ridderkerk;Zuid-Holland;Bo;Rooms-Katholiek;24597;21;1;0;.;0;.;0;.;20;108.1;1;Nee;20;20;Drempel;108,1;;#LEEG!;#LEEG!;#LEEG!;;#LEEG!;#LEEG!;#LEEG!;#LEEG!;#LEEG!;;#LEEG!;#LEEG!;#LEEG!;#LEEG!;#LEEG!;35,446327683615800;11,0790960451977000;32548,314606741600;8,1101561235955100;1,6853932584269700;6,1797752808988800;27,3631840796020000;#LEEG!;#LEEG!;#LEEG!;#LEEG!;#LEEG!;#LEEG!;#LEEG!;#LEEG!;1,342;#LEEG!;#LEEG!;20,000;20,000;100,000;1,342;1,342;0,05326;1,28911; 8,29 ; 2,00 ;8,28910665;539,459626;534,2348767
20141001;20150918;04RT;00;Ver Nutssch Wassenaar;2242CA;WASSENAAR;629;Wassenaar;Zuid-Holland;Bo;Algemeen bijzonder;39859;29;0;29;543.1;0;.;0;.;0;.;1;Nee;29;29;Cito;543,1;;#LEEG!;#LEEG!;#LEEG!;cito;28;28;0;542,2;#LEEG!;cito;30;30;0;544,9;#LEEG!;31,111111111111100;28,2551440329218000;47285,772357723600;22,6517591869919000;0,0000000000000000;0,0000000000000000;0,0000000000000000;2,051;#LEEG!;#LEEG!;#LEEG!;2,675;#LEEG!;#LEEG!;#LEEG!;2,241;#LEEG!;#LEEG!;29,000;29,000;100,000;2,322;2,322;1,03479;1,28745; 8,29 ; 3,00 ;8,287452958;543,43104;538,2129932
20141001;20150918;06LP;00;Nutsbasissch Voorschoten;2252LC;VOORSCHOTEN;626;Voorschoten;Zuid-Holland;Bo;Algemeen bijzonder;46243;30;0;30;542.2;0;.;0;.;0;.;1;Nee;30;30;Cito;542,2;;#LEEG!;#LEEG!;#LEEG!;cito;33;33;0;542,7;#LEEG!;cito;29;29;0;546,0;#LEEG!;28,493506493506500;30,4242424242424000;43312,992125984300;21,6996502362205000;0,0000000000000000;0,0000000000000000;2,0161290322580600;2,169;#LEEG!;#LEEG!;#LEEG!;2,936;#LEEG!;#LEEG!;#LEEG!;2,019;#LEEG!;#LEEG!;30,667;30,667;100,000;2,374;2,374;1,08893;1,28534; 8,29 ; 3,00 ;8,28533541;543,6419127;538,4324483
20141001;20150918;15OF;00;De Veldrakker;3437CA;NIEUWEGEIN;356;Nieuwegein;Utrecht;Bo;Openbaar;41792;39;1;37;537.7;0;.;0;.;0;.;1;Nee;37;37;Cito;537,7;;#LEEG!;#LEEG!;#LEEG!;cito;27;27;0;536,1;#LEEG!;cito;23;23;0;539,7;#LEEG!;36,365591397849500;17,7258064516129000;34219,354838709700;4,4151053763440900;6,7204301075268800;15,5913978494624000;46,7592592592593000;0,621;#LEEG!;#LEEG!;#LEEG!;1,441;#LEEG!;#LEEG!;#LEEG!;0,908;#LEEG!;#LEEG!;29,000;29,000;100,000;0,990;0,990;-0,29101;1,28125; 8,28 ; 3,00 ;8,281250364;538,0324587;532,8395509
20141001;20150918;07IK;00;St Martinus Basisschool;5911BM;VENLO;983;Venlo;Limburg;Bo;Rooms-Katholiek;24207;27;0;27;539;0;.;0;.;0;.;1;Nee;27;27;Cito;539,0;;#LEEG!;#LEEG!;#LEEG!;cito;27;27;0;538,4;#LEEG!;cito;24;26;0;543,7;#LEEG!;34,299492385786800;19,9390862944162000;28621,827411167500;-2,1167805583756300;1,5228426395939100;4,0609137055837600;7,0707070707070700;1,160;#LEEG!;#LEEG!;#LEEG!;2,390;#LEEG!;#LEEG!;#LEEG!;1,229;#LEEG!;#LEEG!;26,667;26,000;100,000;1,593;1,593;0,31261;1,28056; 8,28 ; 3,00 ;8,280560861;540,4761337;535,2860205
20141001;20150918;30RD;00;Aventurijn;3994MB;HOUTEN;321;Houten;Utrecht;Bo;Rooms-Katholiek;43318;15;0;15;540.6;0;.;0;.;0;.;1;Nee;15;15;Cito;540,6;;#LEEG!;#LEEG!;#LEEG!;cito;12;12;0;542,2;#LEEG!;cito;10;10;0;546,5;#LEEG!;30,142465753424700;27,1287671232877000;44830,810810810800;27,8047997567568000;1,8918918918918900;0,0000000000000000;4,2654028436019000;2,051;#LEEG!;#LEEG!;#LEEG!;3,054;#LEEG!;#LEEG!;#LEEG!;1,624;#LEEG!;#LEEG!;12,333;12,333;100,000;2,243;2,243;0,97101;1,27212; 8,27 ; 3,00 ;8,27211929;543,1104202;537,9545207
20141001;20150918;07KY;00;Eben Haezerschool;8075BN;ELSPEET;302;Nunspeet;Gelderland;Bo;Reformatorisch;34646;35;0;34;540.4;0;.;0;.;0;.;1;Nee;34;34;Cito;540,4;;#LEEG!;#LEEG!;#LEEG!;cito;22;24;0;537,0;#LEEG!;cito;18;18;0;539,7;#LEEG!;30,947368421052600;9,0000000000000000;39752,061855670100;27,0393645360825000;20,6185567010309000;0,5154639175257730;0,5464480874316940;0,832;#LEEG!;#LEEG!;#LEEG!;1,441;#LEEG!;#LEEG!;#LEEG!;1,574;#LEEG!;#LEEG!;25,333;24,667;100,000;1,283;1,283;0,01089;1,27175; 8,27 ; 3,00 ;8,271750369;539,2175466;534,0631423
20141001;20150918;19TK;00;Da Costa Basisschool;3761AJ;SOEST;342;Soest;Utrecht;Bo;Protestants-Christelijk;41242;32;0;31;539.4;0;.;0;.;0;.;1;Nee;31;31;Cito;539,4;;#LEEG!;#LEEG!;#LEEG!;cito;31;31;0;541,2;#LEEG!;cito;28;27;0;545,0;#LEEG!;33,573839662447300;26,9535864978903000;39171,308016877600;12,9679974683544000;0,4219409282700420;4,2194092827004200;13,8392857142857000;1,817;#LEEG!;#LEEG!;#LEEG!;2,699;#LEEG!;#LEEG!;#LEEG!;1,328;#LEEG!;#LEEG!;29,667;30,000;98,889;1,948;1,917;0,64920;1,26738; 8,27 ; 2,00 ;8,267376449;541,9129869;536,6502169
20141001;20150918;21NL;00;DS Pieter v Dijkeschool;4311AJ;BRUINISSE;1676;Schouwen-Duiveland;Zeeland;Bo;Reformatorisch;30263;11;0;11;525.2;0;.;0;.;0;.;1;Nee;11;11;Cito;525,2;;#LEEG!;#LEEG!;#LEEG!;seo;11;10;0;3,4;#LEEG!;SEO;11;11;0;6,3;#LEEG!;31,638461538461500;14,5461538461538000;37339,552238806000;23,5466705970149000;10,4477611940299000;0,0000000000000000;0,0000000000000000;3,143;#LEEG!;#LEEG!;#LEEG!;4,199;#LEEG!;#LEEG!;#LEEG!;-2,176;#LEEG!;#LEEG!;10,667;11,000;96,970;1,722;1,637;0,36966;1,26733; 8,27 ; 1,00 ;te weinig;540,9975999;535,5172256
20141001;20150918;19NH;00;Bonifatius;7523HC;ENSCHEDE;153;Enschede;Overijssel;Bo;Rooms-Katholiek;58761;34;0;33;538.1;0;.;0;.;0;.;1;Nee;33;33;Cito;538,1;;#LEEG!;#LEEG!;#LEEG!;cito;28;28;0;537,2;#LEEG!;cito;25;26;0;542,2;#LEEG!;36,866920152091300;22,7110266159696000;29770,342205323200;-15,4229297718631000;4,1825095057034200;6,4638783269962000;20,0803212851406000;0,879;#LEEG!;#LEEG!;#LEEG!;2,034;#LEEG!;#LEEG!;#LEEG!;1,007;#LEEG!;#LEEG!;29,000;28,667;100,000;1,307;1,307;0,04187;1,26490; 8,26 ; 2,00 ;8,264901508;539,3153476;534,1887018
20141001;20150918;10GL;00;Bs Vincent van Gogh;6044SX;ROERMOND;957;Roermond;Limburg;Bo;Rooms-Katholiek;41692;31;0;31;530.6;0;.;0;.;0;.;1;Nee;31;31;Cito;530,6;;#LEEG!;#LEEG!;#LEEG!;cito;21;21;0;534,1;#LEEG!;cito;18;18;0;531,6;#LEEG!;28,962500000000000;7,2500000000000000;25185,416666666700;-34,6458747083333000;12,8630705394191000;46,8879668049792000;72,5806451612903000;0,152;#LEEG!;#LEEG!;#LEEG!;-0,480;#LEEG!;#LEEG!;#LEEG!;-0,844;#LEEG!;#LEEG!;23,333;23,333;100,000;-0,390;-0,390;-1,65318;1,26276; 8,26 ; 3,00 ;8,262764789;532,4366513;527,3186656
20141001;20150918;19JG;00;BS St Petrus;5281CH;BOXTEL;757;Boxtel;Noord-Brabant;Bo;Rooms-Katholiek;40706;28;0;28;544.4;0;.;0;.;0;.;1;Nee;28;28;Cito;544,4;;#LEEG!;#LEEG!;#LEEG!;cito;29;26;0;542,1;#LEEG!;cito;29;29;0;540,2;#LEEG!;31,974683544303800;18,5189873417722000;35606,751054852300;17,7011464135021000;0,0000000000000000;0,0000000000000000;0,0000000000000000;2,028;#LEEG!;#LEEG!;#LEEG!;1,560;#LEEG!;#LEEG!;#LEEG!;2,561;#LEEG!;#LEEG!;27,667;28,667;96,512;2,050;1,952;0,68931;1,26276; 8,26 ; 3,00 ;8,262756585;542,3266011;536,8127743
20141001;20150918;06QB;00;St Ludgerussch;8711GP;WORKUM;1900;S∑dwest-Frysl‘n;Friesland;Bo;Rooms-Katholiek;41000;24;0;24;540;0;.;0;.;0;.;1;Nee;24;24;Cito;540,0;;#LEEG!;#LEEG!;#LEEG!;cito;18;18;0;538,6;#LEEG!;cito;17;17;0;542,1;#LEEG!;36,957317073170700;12,9756097560976000;31700,000000000000;17,6629867664671000;4,0935672514619900;0,0000000000000000;2,4242424242424200;1,207;#LEEG!;#LEEG!;#LEEG!;2,011;#LEEG!;#LEEG!;#LEEG!;1,476;#LEEG!;#LEEG!;19,667;19,667;100,000;1,565;1,565;0,30194;1,26260; 8,26 ; 3,00 ;8,262603918;540,3601064;535,2427727
20141001;20150918;06YK;00;Juliana v Stolbergschool;4421AA;KAPELLE;678;Kapelle;Zeeland;Bo;Reformatorisch;76611;35;0;35;539.7;0;.;0;.;0;.;1;Nee;35;35;Cito;539,7;;#LEEG!;#LEEG!;#LEEG!;cito;30;30;0;541,0;#LEEG!;cito;32;32;0;542,7;#LEEG!;38,833922261484100;15,0176678445230000;38438,698630137000;26,6731720205479000;1,0238907849829400;0,0000000000000000;0,0000000000000000;1,770;#LEEG!;#LEEG!;#LEEG!;2,153;#LEEG!;#LEEG!;#LEEG!;1,402;#LEEG!;#LEEG!;32,333;32,333;100,000;1,775;1,775;0,51371;1,26118; 8,26 ; 3,00 ;8,26117946;541,2126084;536,1010481
